chip x0 y0 channel x y
6 -66.97 66.97 24 -53.145 53.145
6 -66.97 66.97 14 -53.145 47.615
6 -66.97 66.97 19 -58.675 86.325
6 -66.97 66.97 13 -58.675 80.795
6 -66.97 66.97 15 -58.675 75.265
6 -66.97 66.97 18 -58.675 69.735
6 -66.97 66.97 4 -58.675 64.205
6 -66.97 66.97 11 -58.675 58.675
6 -66.97 66.97 17 -58.675 53.145
6 -66.97 66.97 26 -58.675 47.615
6 -66.97 66.97 25 -64.205 86.325
6 -66.97 66.97 28 -64.205 80.795
6 -66.97 66.97 27 -64.205 75.265
6 -66.97 66.97 30 -64.205 69.735
6 -66.97 66.97 20 -64.205 64.205
6 -66.97 66.97 23 -64.205 58.675
6 -66.97 66.97 29 -64.205 53.145
6 -66.97 66.97 34 -64.205 47.615
6 -66.97 66.97 31 -69.735 86.325
6 -66.97 66.97 32 -69.735 80.795
6 -66.97 66.97 33 -69.735 75.265
6 -66.97 66.97 36 -69.735 69.735
6 -66.97 66.97 40 -69.735 64.205
6 -66.97 66.97 37 -69.735 58.675
6 -66.97 66.97 43 -69.735 53.145
6 -66.97 66.97 46 -69.735 47.615
6 -66.97 66.97 35 -75.265 86.325
6 -66.97 66.97 41 -75.265 80.795
6 -66.97 66.97 45 -75.265 75.265
6 -66.97 66.97 48 -75.265 69.735
6 -66.97 66.97 42 -75.265 64.205
6 -66.97 66.97 49 -75.265 58.675
6 -66.97 66.97 52 -75.265 53.145
6 -66.97 66.97 59 -75.265 47.615
6 -66.97 66.97 38 -80.795 86.325
6 -66.97 66.97 44 -80.795 80.795
6 -66.97 66.97 50 -80.795 75.265
6 -66.97 66.97 54 -80.795 69.735
6 -66.97 66.97 58 -80.795 64.205
6 -66.97 66.97 63 -80.795 58.675
6 -66.97 66.97 55 -80.795 53.145
6 -66.97 66.97 62 -80.795 47.615
6 -66.97 66.97 47 -86.325 86.325
6 -66.97 66.97 53 -86.325 80.795
6 -66.97 66.97 60 -86.325 75.265
6 -66.97 66.97 39 -86.325 69.735
6 -66.97 66.97 56 -86.325 64.205
6 -66.97 66.97 57 -86.325 58.675
6 -66.97 66.97 51 -86.325 53.145
6 -66.97 66.97 61 -86.325 47.615
7 -66.97 22.73 61 -47.615 42.085
7 -66.97 22.73 51 -47.615 36.555
7 -66.97 22.73 57 -47.615 31.025
7 -66.97 22.73 56 -47.615 25.495
7 -66.97 22.73 39 -47.615 19.965
7 -66.97 22.73 60 -47.615 14.435
7 -66.97 22.73 53 -47.615 8.905
7 -66.97 22.73 47 -47.615 3.375
7 -66.97 22.73 62 -53.145 42.085
7 -66.97 22.73 55 -53.145 36.555
7 -66.97 22.73 63 -53.145 31.025
7 -66.97 22.73 58 -53.145 25.495
7 -66.97 22.73 54 -53.145 19.965
7 -66.97 22.73 50 -53.145 14.435
7 -66.97 22.73 44 -53.145 8.905
7 -66.97 22.73 38 -53.145 3.375
7 -66.97 22.73 59 -58.675 42.085
7 -66.97 22.73 52 -58.675 36.555
7 -66.97 22.73 49 -58.675 31.025
7 -66.97 22.73 42 -58.675 25.495
7 -66.97 22.73 48 -58.675 19.965
7 -66.97 22.73 45 -58.675 14.435
7 -66.97 22.73 41 -58.675 8.905
7 -66.97 22.73 35 -58.675 3.375
7 -66.97 22.73 46 -64.205 42.085
7 -66.97 22.73 43 -64.205 36.555
7 -66.97 22.73 37 -64.205 31.025
7 -66.97 22.73 40 -64.205 25.495
7 -66.97 22.73 36 -64.205 19.965
7 -66.97 22.73 33 -64.205 14.435
7 -66.97 22.73 32 -64.205 8.905
7 -66.97 22.73 31 -64.205 3.375
7 -66.97 22.73 34 -69.735 42.085
7 -66.97 22.73 29 -69.735 36.555
7 -66.97 22.73 23 -69.735 31.025
7 -66.97 22.73 20 -69.735 25.495
7 -66.97 22.73 30 -69.735 19.965
7 -66.97 22.73 27 -69.735 14.435
7 -66.97 22.73 28 -69.735 8.905
7 -66.97 22.73 25 -69.735 3.375
7 -66.97 22.73 26 -75.265 42.085
7 -66.97 22.73 17 -75.265 36.555
7 -66.97 22.73 11 -75.265 31.025
7 -66.97 22.73 4 -75.265 25.495
7 -66.97 22.73 18 -75.265 19.965
7 -66.97 22.73 15 -75.265 14.435
7 -66.97 22.73 13 -75.265 8.905
7 -66.97 22.73 19 -75.265 3.375
7 -66.97 22.73 14 -80.795 42.085
7 -66.97 22.73 24 -80.795 36.555
7 -66.97 22.73 8 -80.795 31.025
7 -66.97 22.73 5 -80.795 25.495
7 -66.97 22.73 12 -80.795 19.965
7 -66.97 22.73 3 -80.795 14.435
7 -66.97 22.73 22 -80.795 8.905
7 -66.97 22.73 7 -80.795 3.375
7 -66.97 22.73 0 -86.325 42.085
7 -66.97 22.73 1 -86.325 36.555
7 -66.97 22.73 2 -86.325 31.025
7 -66.97 22.73 6 -86.325 25.495
7 -66.97 22.73 21 -86.325 19.965
7 -66.97 22.73 9 -86.325 14.435
7 -66.97 22.73 10 -86.325 8.905
7 -66.97 22.73 16 -86.325 3.375
8 66.97 -22.73 16 86.325 -3.375
8 66.97 -22.73 10 86.325 -8.905
8 66.97 -22.73 9 86.325 -14.435
8 66.97 -22.73 21 86.325 -19.965
8 66.97 -22.73 6 86.325 -25.495
8 66.97 -22.73 2 86.325 -31.025
8 66.97 -22.73 1 86.325 -36.555
8 66.97 -22.73 0 86.325 -42.085
8 66.97 -22.73 7 80.795 -3.375
8 66.97 -22.73 22 80.795 -8.905
8 66.97 -22.73 3 80.795 -14.435
8 66.97 -22.73 12 80.795 -19.965
8 66.97 -22.73 5 80.795 -25.495
8 66.97 -22.73 8 80.795 -31.025
8 66.97 -22.73 24 80.795 -36.555
8 66.97 -22.73 14 80.795 -42.085
8 66.97 -22.73 19 75.265 -3.375
8 66.97 -22.73 13 75.265 -8.905
8 66.97 -22.73 15 75.265 -14.435
8 66.97 -22.73 18 75.265 -19.965
8 66.97 -22.73 4 75.265 -25.495
8 66.97 -22.73 11 75.265 -31.025
8 66.97 -22.73 17 75.265 -36.555
8 66.97 -22.73 26 75.265 -42.085
8 66.97 -22.73 25 69.735 -3.375
8 66.97 -22.73 28 69.735 -8.905
8 66.97 -22.73 27 69.735 -14.435
8 66.97 -22.73 30 69.735 -19.965
8 66.97 -22.73 20 69.735 -25.495
8 66.97 -22.73 23 69.735 -31.025
8 66.97 -22.73 29 69.735 -36.555
8 66.97 -22.73 34 69.735 -42.085
8 66.97 -22.73 31 64.205 -3.375
8 66.97 -22.73 32 64.205 -8.905
8 66.97 -22.73 33 64.205 -14.435
8 66.97 -22.73 36 64.205 -19.965
8 66.97 -22.73 40 64.205 -25.495
8 66.97 -22.73 37 64.205 -31.025
8 66.97 -22.73 43 64.205 -36.555
8 66.97 -22.73 46 64.205 -42.085
8 66.97 -22.73 35 58.675 -3.375
8 66.97 -22.73 41 58.675 -8.905
8 66.97 -22.73 45 58.675 -14.435
8 66.97 -22.73 48 58.675 -19.965
8 66.97 -22.73 42 58.675 -25.495
8 66.97 -22.73 49 58.675 -31.025
8 66.97 -22.73 52 58.675 -36.555
8 66.97 -22.73 59 58.675 -42.085
8 66.97 -22.73 38 53.145 -3.375
8 66.97 -22.73 44 53.145 -8.905
8 66.97 -22.73 50 53.145 -14.435
8 66.97 -22.73 54 53.145 -19.965
8 66.97 -22.73 58 53.145 -25.495
8 66.97 -22.73 63 53.145 -31.025
8 66.97 -22.73 55 53.145 -36.555
8 66.97 -22.73 62 53.145 -42.085
8 66.97 -22.73 47 47.615 -3.375
8 66.97 -22.73 53 47.615 -8.905
8 66.97 -22.73 60 47.615 -14.435
8 66.97 -22.73 39 47.615 -19.965
8 66.97 -22.73 56 47.615 -25.495
8 66.97 -22.73 57 47.615 -31.025
8 66.97 -22.73 51 47.615 -36.555
8 66.97 -22.73 61 47.615 -42.085
9 66.97 -66.97 61 86.325 -47.615
9 66.97 -66.97 51 86.325 -53.145
9 66.97 -66.97 57 86.325 -58.675
9 66.97 -66.97 56 86.325 -64.205
9 66.97 -66.97 39 86.325 -69.735
9 66.97 -66.97 60 86.325 -75.265
9 66.97 -66.97 53 86.325 -80.795
9 66.97 -66.97 47 86.325 -86.325
9 66.97 -66.97 62 80.795 -47.615
9 66.97 -66.97 55 80.795 -53.145
9 66.97 -66.97 63 80.795 -58.675
9 66.97 -66.97 58 80.795 -64.205
9 66.97 -66.97 54 80.795 -69.735
9 66.97 -66.97 50 80.795 -75.265
9 66.97 -66.97 44 80.795 -80.795
9 66.97 -66.97 38 80.795 -86.325
9 66.97 -66.97 59 75.265 -47.615
9 66.97 -66.97 52 75.265 -53.145
9 66.97 -66.97 49 75.265 -58.675
9 66.97 -66.97 42 75.265 -64.205
9 66.97 -66.97 48 75.265 -69.735
9 66.97 -66.97 45 75.265 -75.265
9 66.97 -66.97 41 75.265 -80.795
9 66.97 -66.97 35 75.265 -86.325
9 66.97 -66.97 46 69.735 -47.615
9 66.97 -66.97 43 69.735 -53.145
9 66.97 -66.97 37 69.735 -58.675
9 66.97 -66.97 40 69.735 -64.205
9 66.97 -66.97 36 69.735 -69.735
9 66.97 -66.97 33 69.735 -75.265
9 66.97 -66.97 32 69.735 -80.795
9 66.97 -66.97 31 69.735 -86.325
9 66.97 -66.97 34 64.205 -47.615
9 66.97 -66.97 29 64.205 -53.145
9 66.97 -66.97 23 64.205 -58.675
9 66.97 -66.97 20 64.205 -64.205
9 66.97 -66.97 30 64.205 -69.735
9 66.97 -66.97 27 64.205 -75.265
9 66.97 -66.97 28 64.205 -80.795
9 66.97 -66.97 25 64.205 -86.325
9 66.97 -66.97 26 58.675 -47.615
9 66.97 -66.97 17 58.675 -53.145
9 66.97 -66.97 11 58.675 -58.675
9 66.97 -66.97 4 58.675 -64.205
9 66.97 -66.97 18 58.675 -69.735
9 66.97 -66.97 15 58.675 -75.265
9 66.97 -66.97 13 58.675 -80.795
9 66.97 -66.97 19 58.675 -86.325
9 66.97 -66.97 14 53.145 -47.615
9 66.97 -66.97 24 53.145 -53.145
9 66.97 -66.97 8 53.145 -58.675
9 66.97 -66.97 5 53.145 -64.205
9 66.97 -66.97 12 53.145 -69.735
9 66.97 -66.97 3 53.145 -75.265
9 66.97 -66.97 22 53.145 -80.795
9 66.97 -66.97 7 53.145 -86.325
9 66.97 -66.97 0 47.615 -47.615
9 66.97 -66.97 1 47.615 -53.145
9 66.97 -66.97 2 47.615 -58.675
9 66.97 -66.97 6 47.615 -64.205
9 66.97 -66.97 21 47.615 -69.735
9 66.97 -66.97 9 47.615 -75.265
9 66.97 -66.97 10 47.615 -80.795
9 66.97 -66.97 16 47.615 -86.325
10 22.73 -22.73 16 42.085 -3.375
10 22.73 -22.73 10 42.085 -8.905
10 22.73 -22.73 9 42.085 -14.435
10 22.73 -22.73 21 42.085 -19.965
10 22.73 -22.73 6 42.085 -25.495
10 22.73 -22.73 2 42.085 -31.025
10 22.73 -22.73 1 42.085 -36.555
10 22.73 -22.73 0 42.085 -42.085
10 22.73 -22.73 7 36.555 -3.375
10 22.73 -22.73 22 36.555 -8.905
10 22.73 -22.73 3 36.555 -14.435
10 22.73 -22.73 12 36.555 -19.965
10 22.73 -22.73 5 36.555 -25.495
10 22.73 -22.73 8 36.555 -31.025
10 22.73 -22.73 24 36.555 -36.555
